proba_HAP,proba_Renovasc,proba_PPGL,proba_HTAe,groupe,name
14.45,17.228,0.958,69.423,atcd_cv_1 / hdl_f_0 / heredite_0 / pas_1_1,G268
8.022,19.637,2.764,72.576,imc_1_0 / tabac_actif_1 / ttt_hta_bb_1,G269
17.115,17.655,0.489,68.875,atcd_cv_1 / pas_3_1,G270
14.205,19.364,0.456,69.996,atcd_cv_1 / atcd_intolerance_ttt_hta_1 / tabac_actif_1,G271
8.429,21.993,1.689,72.026,imc_1_0 / ldl_1_0 / tabac_actif_1 / ttt_hta_bb_1,G272
9.44,17.353,0.93,74.85,atcd_cv_1 / hta_nc_0 / sexe_0 / taille_1_1,G273
19.459,16.393,1.147,64.389,mdrd_0 / ttt_hta_ic_1 / ttt_hta_thiazide_0,G274
9.828,18.343,1.283,72.437,atcd_cv_1 / tabac_actif_1 / ttt_hta_epargneur_k_0,G275
10.158,19.648,0.831,72.43,pas_3_1 / taille_1_0 / ttt_hta_da_1,G276
9.712,13.648,0.225,78.489,atcd_cv_1 / fc_1_0 / pas_max_2_0,G277
8.011,19.195,1.25,74.786,atcd_cv_1 / hdl_f_0 / imc_2_0 / ka_1_1,G278
6.406,19.33,1.089,77.53,atcd_cv_1 / pad_1_0 / taille_1_0,G279
15.085,17.465,1.357,71.424,age_2_0 / ldl_1_0 / mdrd_0 / pas_2_0,G280
13.023,20.111,1.225,70.075,heredite_0 / mdrd_0 / nb_ttt_2_1 / taille_1_0,G281
12.767,15.459,1.423,72.129,hdl_h_0 / nb_ttt_2_1 / pad_1_0 / ttt_statine_1,G282
13.38,17.456,0.871,72.12,mdrd_0 / nb_ttt_2_1 / taille_1_0,G283
12.574,17.171,1.07,70.312,ka_3_0 / pad_2_0 / ttt_hta_bb_1 / ttt_hta_da_1,G284
11.196,14.452,1.171,72.027,atcd_intolerance_ttt_hta_0 / hdl_f_0 / hta_nc_1 / ttt_hta_da_1,G285
NA,12.194,NA,83.692,age_3_1 / hdl_h_0 / htar_0 / ka_3_1,G286
NA,8.764,NA,76.81,age_3_1 / diabete_1 / ttt_hta_bsra_0,G287
10.774,22.533,1.138,69.739,atcd_cv_1 / imc_2_0 / nb_ttt_1_1 / tabac_actif_1,G288
5.204,13.523,1.889,80.07,atcd_cv_1 / nb_ttt_1_0 / tabac_actif_1,G289
NA,11.392,NA,80.288,age_3_1 / fc_1_0 / hdl_h_0 / ttt_hta_vasodil_0,G290
13.588,19.429,1.327,69.418,atcd_cv_1 / hdl_h_0 / imc_2_0 / sport_0,G291
7.246,17.695,1.193,76.708,ka_3_1 / mdrd_0 / nb_ttt_2_1 / perim_abdo_h_0,G292
13.115,19.753,0.944,67.734,atcd_cv_1 / tabac_actif_1 / ttt_hta_ic_1,G293
10.98,16.979,1.164,74.541,anciennete_hta_2_0 / mdrd_0 / trigly_0 / ttt_hta_bb_1,G294
10.381,18.444,1.08,72.115,atcd_cv_1 / cephalees_0 / tabac_actif_1,G295
8.923,17.012,2.315,72.397,anciennete_hta_1_0 / imc_1_0 / nb_ttt_1_1,G296
12.697,17.16,0.855,70.93,atcd_cv_1 / pas_2_1 / tabac_actif_1,G297
18.805,19.246,0.926,64.92,imc_1_0 / ka_3_0 / nb_ttt_2_1 / pas_3_1,G298
14.775,14.041,1.586,70.206,age_1_1 / diabete_1 / pas_2_1 / ttt_hta_da_1,G299
13.512,15.553,1.58,70.157,atcd_cv_1 / atcd_saos_0 / hdl_f_0 / ttt_hta_thiazide_0,G300
11.852,17.738,0.845,71.328,ldl_1_0 / pas_1_1 / ttt_hta_da_1,G301
8.585,14.653,1.394,77.027,atcd_cv_1 / hdl_h_1 / pas_3_0 / sport_1,G302
NA,17.556,NA,75.723,age_3_1 / ldl_1_0 / mdrd_0 / pas_max_2_1,G303
NA,11.538,NA,79.15,age_3_1 / cephalees_0 / hdl_h_0 / pas_max_2_1,G304
11.262,16.695,0.765,73.589,fc_1_0 / pad_2_0 / ttt_hta_da_1,G305
9.451,14.322,1.324,77.295,pad_1_0 / pas_3_1,G306
7.713,19.674,2.013,75.156,anciennete_hta_1_0 / pas_2_0 / ttt_hta_bb_1 / ttt_statine_1,G307
11.294,22.024,1.032,70.271,hdl_f_1 / imc_1_0 / mdrd_0 / pas_3_1,G308
7.15,17.575,1.11,76.525,anciennete_hta_2_0 / ka_2_1 / mdrd_0 / nb_ttt_2_1,G309
8.397,24.085,1.848,71.722,imc_1_0 / ka_1_1 / pas_3_1 / ttt_statine_1,G310
14.367,15.841,0.532,70.356,atcd_intolerance_ttt_hta_0 / palpitations_0 / ttt_hta_vasodil_1,G311
13.334,17.727,0.923,69.588,anciennete_hta_2_0 / mdrd_0 / taille_2_0 / ttt_hta_ic_1,G312
12.255,20.237,1.311,69.85,atcd_cv_1 / hdl_h_0 / imc_2_0,G313
6.384,25.865,2.081,72.266,hdl_f_0 / imc_1_0 / mdrd_0 / pad_1_0,G314
14.813,18.573,0.71,70.329,atcd_cv_1 / pad_2_0 / pas_1_1 / ttt_hta_bb_1,G315
14.957,16.594,2.152,70.443,atcd_depression_0 / heredite_0 / ttt_hta_bb_1 / ttt_statine_1,G316
15.345,16.121,2.31,69.993,age_2_0 / atcd_cv_1 / ldl_2_0 / ttt_hta_thiazide_0,G317
NA,19.649,NA,73.82,age_3_1 / fc_1_0 / imc_1_0 / ttt_hta_ic_1,G318
8.509,18.563,1.343,73.504,ka_1_1 / mdrd_0 / pad_1_0 / ttt_hta_ic_1,G319
7.633,17.524,0.335,78.393,age_2_0 / atcd_cv_1 / htar_0 / perim_abdo_h_0,G320
NA,14.614,NA,73.253,age_3_1 / hdl_h_0 / nb_ttt_2_1 / ttt_hta_ic_1,G321
13.524,15.736,1.128,70.468,atcd_cv_1 / fc_2_0 / ttt_hta_thiazide_0,G322
9.071,16.518,1.007,76.986,fc_2_0 / perim_abdo_h_0 / sport_0 / ttt_hta_da_1,G323
8.846,19.294,1.427,74.023,mdrd_0 / pad_1_0 / ttt_hta_bb_1,G324
18.818,15.176,1.369,65.473,mdrd_0 / pad_1_1 / ttt_hta_bb_1 / ttt_hta_bsra_0,G325
12.05,15.137,0.725,72.167,imc_1_1 / ldl_1_0 / pas_1_1 / ttt_hta_da_1,G326
NA,18.155,NA,70.382,age_3_0 / mdrd_0 / pad_1_0 / ttt_hta_bb_1,G327
4.394,19.22,1.278,77.818,atcd_cv_1 / ka_3_1 / ldl_1_0,G328
9.021,21.951,3.195,71.034,imc_1_0 / nb_ttt_1_1 / ttt_hta_central_0 / ttt_statine_1,G329
10.521,17.125,0.707,73.942,atcd_cv_1 / palpitations_0 / sexe_0 / taille_1_1,G330
15.408,17.591,0.004,67.982,htar_0 / ttt_hta_antialdo_0 / ttt_hta_ic_1 / ttt_hta_vasodil_1,G331
7.773,13.477,1.634,76.17,trigly_1 / ttt_hta_alphab_0 / ttt_hta_da_1 / ttt_hta_thiazide_0,G332
26.865,15.689,2.563,59.375,nb_ttt_1_1 / ttt_hta_bsra_0 / ttt_statine_1,G333
6.726,20.916,1.318,75.783,anciennete_hta_1_0 / nb_ttt_1_1 / perim_abdo_h_0 / ttt_statine_1,G334
8.418,18.928,1.484,74.098,taille_1_0 / ttt_hta_bb_1 / ttt_hta_da_1,G335
NA,9.799,NA,78.588,age_3_1 / gaj_1 / hdl_h_0 / htar_0,G336
9.186,19.138,1.225,74.222,atcd_cv_1 / imc_2_0 / taille_2_0,G337
3.169,19.337,1.206,81.323,atcd_cv_1 / ka_3_1 / taille_1_0,G338
NA,12.712,NA,70.061,age_3_1 / nb_ttt_1_1 / pas_max_2_1 / ttt_hta_bsra_0,G339
15.516,15.83,1.181,69.291,atcd_cv_1 / atcd_depression_0 / hdl_h_0 / ldl_2_0,G340
8.003,18.141,0.924,75.191,fc_1_0 / pad_1_0 / ttt_hta_da_1,G341
11.428,20.275,1.02,70.477,ldl_1_0 / trigly_0 / ttt_hta_bb_1 / ttt_hta_da_1,G342
6.611,22.061,1.963,75.577,atcd_cv_1 / heredite_0 / sexe_0 / ttt_hta_central_0,G343
19.331,17.069,1.416,64.839,nb_ttt_2_1 / tabac_actif_1 / taille_1_0 / ttt_hta_thiazide_0,G344
12.328,20.687,1.072,69.528,anciennete_hta_1_1 / atcd_cv_1 / tabac_actif_1 / ttt_hta_bb_1,G345
6.738,20,1.287,74.69,ldl_1_0 / pad_1_0 / ttt_hta_da_1,G346
9.753,20.155,1.974,69.868,imc_1_0 / mdrd_0 / sexe_1,G347
NA,18.989,NA,75.11,age_3_1 / diabete_0 / mdrd_0 / pas_3_1,G348
7.545,19.455,1.733,74.178,anciennete_hta_2_0 / imc_1_0 / mdrd_0,G349
9.93,13.751,1.384,76.694,atcd_cv_1 / fc_1_0 / ldl_1_1 / ttt_hta_alphab_0,G350
20.927,16.282,1.848,69.093,age_2_0 / anciennete_hta_2_1 / atcd_cv_1 / trigly_1,G351
13.45,17.416,0.651,72.548,mdrd_0 / pas_3_1 / taille_1_0,G352
15.878,17.532,0.007,69.289,age_2_0 / pad_3_0 / ttt_hta_vasodil_1,G353
4.872,22.252,3.242,76.166,hdl_f_0 / imc_1_0 / ka_2_1 / ttt_statine_1,G354
14.211,18.445,0.825,70.202,htar_0 / imc_2_0 / mdrd_0 / pas_3_1,G355
8.589,17.911,2.203,75.377,tabac_actif_1 / taille_1_0 / ttt_statine_1,G356
7.881,18.089,0.302,77.849,age_2_0 / atcd_cv_1 / perim_abdo_h_0,G357
11.904,20.337,2.766,70.278,imc_1_0 / pas_1_1 / pas_max_2_1 / ttt_statine_1,G358
17.256,14.573,0.806,69.798,anciennete_hta_1_1 / atcd_cv_1 / hdl_h_0 / trigly_0,G359
18.511,15.74,0.848,68.208,anciennete_hta_2_1 / atcd_cv_1 / hdl_h_0 / ldl_2_0,G360
7.2,15.874,3.143,74.918,cephalees_1 / mdrd_0 / pad_1_0 / sport_0,G361
13.946,19.619,1.338,68.291,atcd_cv_1 / pad_2_0 / ttt_hta_bb_1 / ttt_hta_thiazide_0,G362
9.295,20.781,1.605,71.116,atcd_intolerance_ttt_hta_0 / imc_1_0 / mdrd_0 / pas_1_1,G363
11.616,15.972,0.006,73.074,nb_ttt_1_1 / pad_3_0 / ttt_hta_central_0 / ttt_hta_vasodil_1,G364
NA,14.923,NA,76.25,age_3_1 / hdl_h_0 / htar_0 / ttt_statine_1,G365
11.835,18.752,1.829,72.348,age_2_0 / atcd_cv_1 / imc_2_0,G366
11.892,13.411,1.67,73.302,atcd_cv_1 / gaj_1 / hdl_h_0 / ttt_hta_alphab_0,G367
11.595,19.357,0.151,72.626,anciennete_hta_2_1 / atcd_cv_1 / perim_abdo_h_0 / ttt_hta_ic_1,G368
6.627,21.158,1.366,74.501,atcd_cv_1 / pad_1_0 / tabac_actif_1,G369
10.468,17.808,1.822,74.465,perim_abdo_h_0 / sport_0 / ttt_hta_bb_1 / ttt_statine_1,G370
16.706,16.133,0.697,70.077,age_1_1 / mdrd_0 / pas_3_1,G371
7.002,18.035,1.566,76.295,heredite_0 / taille_1_0 / ttt_hta_da_1,G372
15.37,15.096,1.264,70.672,anciennete_hta_2_1 / atcd_cv_1 / ldl_2_0 / trigly_1,G373
11.667,21.612,1.239,70.135,anciennete_hta_2_0 / mdrd_0 / nb_ttt_1_1 / perim_abdo_f_0,G374
NA,17.718,NA,74.475,age_3_1 / mdrd_0 / nb_ttt_2_1,G375
8.349,19.436,0.909,74.15,fc_1_0 / pad_1_0 / ttt_hta_bb_1 / ttt_hta_da_1,G376
8.999,21.93,1.164,71.901,atcd_cv_1 / diabete_0 / heredite_0 / tabac_actif_1,G377
7.533,20.38,1.727,74.042,atcd_cv_1 / heredite_0 / pad_1_0,G378
15.578,18.821,0.667,67.733,atcd_cv_1 / hdl_f_0 / taille_2_0 / ttt_hta_ic_1,G379
6.612,15.956,2.338,76.56,hdl_h_0 / imc_1_0 / pad_1_0 / sport_0,G380
15.603,19.941,0.448,68.951,fc_1_0 / pas_3_1 / ttt_hta_da_1,G381
5.377,13.365,1.581,79.119,age_2_1 / anciennete_hta_1_0 / tabac_actif_1 / ttt_hta_bb_1,G382
10.81,21.597,1.094,71.232,atcd_cv_1 / imc_2_0 / ttt_hta_bb_1,G383
13.26,17.414,1.134,68.766,ka_3_0 / ldl_1_0 / ttt_hta_da_1,G384
17.752,15.792,1.065,68.118,hdl_h_0 / mdrd_0 / nb_ttt_1_1,G385
16.045,16.203,1.485,68.686,fc_1_1 / mdrd_0 / ttt_hta_bb_1 / ttt_hta_bsra_0,G386
8.642,21.109,1.433,72.152,imc_1_0 / mdrd_0 / sueurs_0,G387
9.962,18.731,2.243,71.617,atcd_saos_0 / hdl_h_0 / imc_1_0 / ttt_hta_bb_1,G388
14.178,24.095,1.038,65.166,imc_1_0 / nb_ttt_2_1 / pas_3_1 / tabac_actif_1,G389
NA,16.819,NA,78.512,age_3_1 / ka_2_1 / ttt_hta_ic_1 / ttt_statine_1,G390
7.827,18.527,1.598,72.788,pad_1_0 / sexe_1 / ttt_hta_bb_1 / ttt_hta_da_1,G391
10.094,15.229,1.806,75.133,atcd_cv_1 / heredite_0 / ldl_1_1 / trigly_0,G392
11.751,19.531,1.479,70.958,atcd_cv_1 / heredite_0 / ldl_1_0 / trigly_0,G393
17.458,14.409,1.312,69.199,atcd_cv_1 / gaj_1 / hta_nc_1 / ttt_hta_bb_1,G394
8.697,21.05,2.821,71.764,hdl_f_0 / imc_1_0 / pas_2_0 / ttt_statine_1,G395
8.03,20.579,1.165,74.17,atcd_cv_1 / pad_1_0 / ttt_hta_bb_1 / ttt_hta_epargneur_k_0,G396
NA,11.2,NA,77.98,age_3_1 / anciennete_hta_2_0 / diabete_1 / ttt_hta_ic_1,G397
9.713,17.483,2.105,72.19,atcd_cv_1 / heredite_0 / ttt_hta_central_0 / ttt_hta_thiazide_0,G398
9.206,21.787,1.019,72.673,atcd_cv_1 / ldl_1_0 / pad_1_0 / ttt_hta_bb_1,G399
5.558,22.797,2.105,74.897,imc_1_0 / mdrd_0 / pad_1_0 / pas_2_0,G400
15.34,15.557,1.274,68.955,ldl_1_0 / mdrd_0 / ttt_hta_bsra_0,G401
9.853,17.928,1.562,71.787,imc_1_0 / pas_3_1 / tabac_actif_1,G402
18.374,17.484,0.004,65.831,pas_max_2_1 / ttt_hta_ic_1 / ttt_hta_vasodil_1,G403
10.153,20.69,0.885,73.707,atcd_cv_1 / cephalees_0 / taille_1_0 / ttt_statine_1,G404
12.414,17.986,1.973,70.868,age_1_1 / tabac_actif_1 / ttt_hta_bb_1 / ttt_statine_1,G405
4.973,18.744,1.736,77.731,pad_1_0 / taille_1_0 / ttt_hta_da_1,G406
11.479,18.578,1.097,70.478,atcd_cv_1 / hdl_f_0 / tabac_actif_1,G407
19.867,17.683,0.661,64.869,gaj_0 / hdl_h_0 / mdrd_0 / ttt_hta_ic_1,G408
10.883,11.982,1.803,77.037,taille_2_0 / ttt_hta_bsra_0 / ttt_hta_thiazide_1 / ttt_statine_1,G409
12.173,15.852,2.03,72.74,atcd_cv_1 / ldl_1_1 / ttt_statine_1,G410
NA,10.521,NA,78.029,age_3_1 / gaj_1 / hdl_h_0,G411
6.568,16.697,1.754,75.927,atcd_depression_0 / pad_1_0 / trigly_1 / ttt_hta_da_1,G412
14.708,19.366,1.163,66.758,atcd_cv_1 / heredite_0 / ttt_hta_ic_1,G413
8.358,18.562,2.287,74.205,age_2_0 / pad_1_0 / pas_2_1 / ttt_hta_da_1,G414
9.654,14.007,1.896,76.128,hdl_f_0 / pad_1_0 / pas_2_1 / ttt_statine_1,G415
NA,15.136,NA,75.627,age_3_1 / mdrd_0 / ttt_hta_bsra_0,G416
6.613,20.673,1.354,74.36,ldl_1_0 / pad_1_0 / sport_0 / ttt_hta_da_1,G417
10.15,19.929,1.234,73.292,atcd_cv_1 / ldl_1_0 / sexe_0,G418
14.188,15.932,0.743,72.616,mdrd_0 / pas_3_1 / trigly_0 / ttt_hta_antialdo_0,G419
14.559,19.055,0.434,71.721,age_2_0 / fc_2_0 / ldl_1_0 / ttt_hta_da_1,G420
9.227,22.603,1.943,71.569,gaj_0 / heredite_0 / imc_1_0 / mdrd_0,G421
12.359,18.799,0.806,72.424,atcd_cv_1 / fc_1_0 / ldl_1_0 / taille_2_0,G422
8.018,17.268,2.555,75.621,atcd_cv_1 / gaj_1 / imc_2_0 / ka_1_1,G423
6.586,15.385,2.327,77.191,hdl_f_0 / imc_1_0 / trigly_1 / ttt_hta_bsra_1,G424
7.022,16.589,0.893,77.483,atcd_cv_1 / fc_2_0 / hdl_f_0 / ka_2_1,G425
NA,13.163,NA,83.054,age_3_1 / hdl_h_0 / ka_3_1,G426
21.165,16.209,0.515,66.814,imc_2_0 / ldl_1_0 / pas_3_1 / ttt_hta_ic_1,G427
12.452,16.723,2.024,72.133,age_2_0 / pad_3_0 / pas_1_1 / ttt_hta_da_1,G428
NA,19.12,NA,76.612,age_3_1 / heredite_0 / tabac_actif_1 / ttt_statine_1,G429
6.769,21.75,3.191,73.297,hdl_f_0 / imc_1_0 / ka_1_1 / ttt_statine_1,G430
9.822,15.008,1.359,74.986,atcd_cv_1 / htar_0 / sport_1,G431
14.546,14.122,2.286,69.245,atcd_cv_1 / atcd_depression_0 / trigly_1 / ttt_hta_thiazide_0,G432
9.609,18.201,1.112,72.666,ldl_1_0 / nb_ttt_2_1 / pad_3_0 / ttt_hta_da_1,G433
10.654,18.313,1.683,70.77,taille_2_0 / ttt_hta_bb_1 / ttt_hta_da_1 / ttt_hta_thiazide_0,G434
23.704,14.474,1.126,70.264,age_2_0 / atcd_intolerance_ttt_hta_1 / ldl_1_0 / ttt_statine_1,G435
8.974,18.448,0.746,74.444,atcd_cv_1 / fc_1_0 / ka_2_1 / ttt_hta_ic_1,G436
17.401,14.43,2.179,67.179,atcd_cv_1 / diabete_1 / palpitations_0 / ttt_hta_thiazide_0,G437
11.035,18.441,0.783,73.26,atcd_cv_1 / cephalees_0 / fc_1_0 / imc_2_0,G438
10.605,14.96,2.252,74.191,cephalees_1 / fc_1_0 / imc_2_0 / mdrd_0,G439
9.967,22.465,0.973,70.899,anciennete_hta_1_0 / mdrd_0 / nb_ttt_2_1 / pad_2_0,G440
16.761,18.928,1.232,69.075,age_2_0 / nb_ttt_1_1 / pas_3_1 / ttt_hta_da_1,G441
11.312,21.811,0.952,72.276,atcd_cv_1 / pas_max_2_1 / sexe_0 / ttt_statine_1,G442
11.553,15.535,1.058,73.526,hdl_h_0 / ka_1_1 / mdrd_0 / trigly_0,G443
7.82,15.006,1.616,78.502,anciennete_hta_1_0 / fc_1_0 / trigly_0 / ttt_statine_1,G444
14.127,12.515,0.975,71.45,anciennete_hta_1_1 / hta_nc_1 / sexe_1 / ttt_hta_da_1,G445
16.976,17.517,1.089,68.039,hdl_h_0 / mdrd_0 / ttt_hta_bb_1,G446
13.872,15.643,1.181,70.484,atcd_cv_1 / hdl_f_0 / pad_2_0 / ttt_hta_thiazide_0,G447
NA,17.226,NA,78.644,age_3_1 / atcd_depression_0 / mdrd_0 / pad_1_0,G448
17.698,11.488,2.043,71.263,diabete_1 / fc_1_1 / hta_nc_1 / mdrd_0,G449
NA,15.451,NA,80.735,age_3_1 / mdrd_0 / sport_1,G450
8.507,17.778,0.764,76.709,atcd_cv_1 / diabete_0 / taille_1_0,G451
10.777,22.607,2.811,68.844,imc_1_0 / nb_ttt_1_1 / ttt_statine_1,G452
6.807,18.775,1.37,75.976,atcd_cv_1 / hdl_f_0 / ka_2_1 / ttt_statine_1,G453
6.271,15.285,2.607,77.292,hdl_h_0 / imc_1_0 / pad_1_0,G454
14.598,13.041,1.426,73.223,atcd_cv_1 / fc_1_0 / gaj_1 / ttt_hta_vasodil_0,G455
8.219,22.411,0.17,74.938,atcd_cv_1 / perim_abdo_h_0 / ttt_hta_bb_1 / ttt_hta_bsra_1,G456
13.63,23.726,1.577,63.168,imc_1_0 / mdrd_0 / sexe_1 / ttt_hta_ic_1,G457
15.25,14.221,4,70.179,imc_2_0 / pas_max_2_1 / ttt_hta_bsra_0 / ttt_statine_1,G458
11.54,17.951,0.852,72.361,fc_1_0 / pad_3_0 / ttt_hta_bb_1 / ttt_hta_da_1,G459
16.262,17.024,0.506,70.564,gaj_0 / mdrd_0 / pas_3_1,G460
NA,16.99,NA,72.847,age_3_1 / hta_nc_1 / mdrd_0 / nb_ttt_2_1,G461
19.259,15.005,0.818,67.668,anciennete_hta_2_1 / atcd_cv_1 / hdl_h_0 / sexe_1,G462
9.848,24.866,2.938,68.966,imc_1_0 / nb_ttt_1_1 / ttt_hta_bb_1 / ttt_statine_1,G463
13.22,16.787,1.272,72.993,age_2_0 / fc_1_0 / htar_0 / ttt_hta_da_1,G464
8.084,13.867,0.317,79.219,atcd_cv_1 / hdl_f_0 / ka_1_1 / pas_max_2_0,G465
13.052,19.118,0.756,70.474,anciennete_hta_2_1 / ldl_1_0 / ttt_hta_bb_1 / ttt_hta_da_1,G466
12.371,19.745,1.458,69.658,imc_1_0 / pas_3_1 / ttt_hta_bb_1,G467
10.834,13.433,1.208,76.86,anciennete_hta_2_0 / pas_3_1 / taille_1_0 / ttt_hta_bb_1,G468
17.523,18.989,1.3,64.098,imc_2_0 / mdrd_0 / ttt_hta_ic_1 / ttt_hta_thiazide_0,G469
15.985,17.573,0.655,67.484,ka_3_0 / pas_3_1 / ttt_hta_da_1,G470
13.535,16.865,1.001,70.878,hdl_h_0 / ka_1_1 / mdrd_0 / nb_ttt_2_1,G471
10.349,17.526,1.226,71.595,hdl_f_0 / nb_ttt_2_1 / ttt_hta_bb_1 / ttt_hta_da_1,G472
NA,18.325,NA,74.899,age_3_1 / anciennete_hta_2_1 / ldl_1_0 / mdrd_0,G473
9.057,17.159,0.937,76.174,atcd_cv_1 / pad_3_0 / taille_1_0,G474
8.164,14.372,1.232,77.416,anciennete_hta_1_0 / ldl_1_0 / ttt_hta_bb_1,G475
6.396,16.564,0.843,78.853,atcd_cv_1 / fc_1_0 / ka_2_1 / palpitations_0,G476
9.332,20.858,3.6,71.472,age_2_0 / imc_1_0 / tabac_actif_1 / ttt_hta_bb_1,G477
12.31,21.366,1.275,69.261,age_1_1 / atcd_cv_1 / heredite_0 / ttt_hta_bb_1,G478
4.127,17.562,1.349,77.325,hdl_f_0 / ka_3_1 / ttt_hta_da_1,G479
13.97,14.534,1.862,70.314,atcd_cv_1 / heredite_0 / tabac_actif_0 / ttt_hta_thiazide_0,G480
21.394,17.534,1.044,70.129,age_2_0 / gaj_0 / pas_3_1 / ttt_statine_1,G481
NA,17.331,NA,76.825,age_3_1 / heredite_0 / mdrd_0 / pad_3_0,G482
11.986,24.355,2.087,67.053,imc_1_0 / nb_ttt_2_1 / ttt_statine_1,G483
11.839,16.737,1.128,71.655,pas_2_1 / ttt_hta_bb_1 / ttt_hta_da_1 / ttt_hta_epargneur_k_0,G484
NA,17.293,NA,75.137,age_3_1 / hdl_f_0 / heredite_0 / mdrd_0,G485
12.867,18.964,1.087,69.983,ka_1_1 / mdrd_0 / ttt_hta_bb_1 / ttt_hta_ic_1,G486
NA,18.47,NA,74.633,age_3_1 / mdrd_0 / nb_ttt_2_1 / taille_2_0,G487
18.288,16.498,0.811,67.847,hdl_h_0 / mdrd_0 / nb_ttt_2_1 / pad_2_0,G488
9.031,21.869,2.241,72.104,fc_2_0 / perim_abdo_f_0 / ttt_hta_bb_1 / ttt_statine_1,G489
8.417,16.09,1.977,73.797,gaj_1 / ldl_1_0 / ttt_hta_antialdo_0 / ttt_hta_da_1,G490
10.953,15.711,1.141,72.162,anciennete_hta_1_0 / nb_ttt_2_1 / pas_1_1 / tabac_actif_1,G491
NA,13.803,NA,75.703,age_3_1 / hdl_h_0 / nb_ttt_2_1,G492
5.577,17.452,2.557,77.438,anciennete_hta_1_0 / imc_1_0 / pad_2_0 / ttt_hta_bb_1,G493
13.593,16.512,1.196,69.566,atcd_depression_0 / hta_nc_1 / ttt_hta_bb_1 / ttt_hta_da_1,G494
11.963,16.705,1.424,71.538,anciennete_hta_2_0 / atcd_cv_1 / hta_nc_1 / ttt_statine_1,G495
16.214,16.667,0.876,69.25,atcd_cv_1 / fc_1_0 / hdl_h_0,G496
14.184,19.479,0.857,68.481,atcd_cv_1 / ttt_hta_bb_1 / ttt_hta_epargneur_k_0 / ttt_hta_ic_1,G497
15.482,15.795,1.834,67.529,atcd_cv_1 / atcd_intolerance_ttt_hta_0 / hdl_h_0 / ttt_hta_thiazide_0,G498
14.412,19.95,0.32,69.511,atcd_cv_1 / atcd_intolerance_ttt_hta_1 / pas_max_1_1 / tabac_actif_1,G499
12.393,19.464,0.579,72.073,atcd_cv_1 / nb_ttt_2_1 / taille_1_0,G500
14.901,19.098,0.574,69.105,atcd_cv_1 / hdl_f_0 / nb_ttt_2_1 / taille_2_0,G501
10.091,18.333,1.736,71.885,fc_2_0 / imc_1_0 / mdrd_0 / ttt_hta_bsra_0,G502
8.018,21.582,1.292,73.844,anciennete_hta_1_0 / mdrd_0 / sport_0 / ttt_hta_bb_1,G503
5.145,16.331,0.915,81.094,imc_1_0 / ka_1_1 / pas_3_1 / ttt_hta_thiazide_1,G504
6.128,14.852,0.299,81.407,atcd_cv_1 / cephalees_0 / pad_1_0 / pas_max_2_0,G505
NA,12.412,NA,73.408,age_3_1 / ldl_1_0 / pad_1_1 / ttt_hta_ic_1,G506
13.577,14.513,0.881,72.952,cephalees_0 / pas_2_1 / pas_max_2_1 / ttt_hta_da_1,G507
NA,10.401,NA,78.516,age_3_1 / gaj_1 / hdl_h_0 / pad_3_0,G508
12.998,17.37,0.94,72.069,diabete_0 / fc_1_1 / mdrd_0 / ttt_hta_bb_1,G509
8.464,16.019,1.159,77.369,anciennete_hta_1_0 / fc_1_0 / sueurs_0 / ttt_statine_1,G510
NA,14.548,NA,77.254,age_3_1 / fc_1_0 / mdrd_0 / ttt_hta_bsra_0,G511
NA,14.567,NA,76.949,age_3_1 / hdl_f_0 / ldl_1_0 / nb_ttt_1_1,G512
7.619,14.027,0.843,76.714,hdl_h_0 / ka_3_1 / mdrd_0 / pas_max_2_1,G513
NA,20.161,NA,74.749,age_3_1 / imc_1_0 / nb_ttt_2_1,G514
8.22,16.306,1.574,75.365,gaj_0 / perim_abdo_f_0 / taille_1_1 / ttt_statine_1,G515
8.682,17.704,2.596,74.701,imc_2_0 / nb_ttt_1_1 / pad_1_0 / ttt_statine_1,G516
16.952,19.089,0.586,68.254,atcd_intolerance_ttt_hta_0 / ldl_1_0 / mdrd_0 / pas_3_1,G517
17.1,17.726,0.656,69.205,mdrd_0 / nb_ttt_1_1 / pad_2_0 / pas_3_1,G518
7.454,20.742,4.583,72.72,imc_1_0 / trigly_1 / ttt_statine_1,G519
9.18,20.215,2.684,73.324,fc_1_0 / imc_1_0 / ttt_statine_1,G520
25.289,18.384,0.881,60.053,mdrd_0 / nb_ttt_2_1 / palpitations_0 / ttt_hta_thiazide_0,G521
14.868,18.123,3.21,66.927,anciennete_hta_2_1 / imc_1_0 / ttt_hta_bsra_0 / ttt_statine_1,G522
7.944,15.212,1.734,74.595,anciennete_hta_1_0 / atcd_intolerance_ttt_hta_0 / nb_ttt_1_1 / perim_abdo_f_0,G523
10.672,17.353,2.116,72.989,ka_3_0 / sexe_0 / tabac_actif_1 / ttt_statine_1,G524
4.03,22.941,1.761,76.769,atcd_cv_1 / ka_3_1 / tabac_actif_1 / ttt_statine_1,G525
13.614,18.804,2.26,69.663,age_2_0 / anciennete_hta_1_0 / ttt_hta_ic_1 / ttt_statine_1,G526
8.374,14.863,0.905,77.516,anciennete_hta_1_0 / cephalees_0 / ldl_1_0 / ttt_hta_bb_1,G527
NA,20.029,NA,75.72,age_3_1 / ldl_1_0 / mdrd_0 / taille_2_0,G528
